"id","group","name","type","kanji.name","kana.name","lat.d","lat.m","lon.d","lon.m","height","rem1","rem2","rem3","rem4","rem5"
311,36,"Tashiroyama","a1","田代山","タシロヤマ",36,58.8,139,28.9,1920,"","","",NA,NA
312,36,"Higashishirakawa","a1","東白川","ヒガシシラカワ",36,56.3,140,24.5,183,"","","",NA,NA
47598,36,"Onahama","s1","小名浜","オナハマ",36,56.8,140,54.2,3.3,"","","",NA,NA
1031,36,"Nishiaizu","a1","西会津","ニシアイヅ",37,35.3,139,39.4,165,"","","",NA,NA
1044,36,"Kaneyama","a1","金山","カネヤマ",37,28.4,139,31.7,296,"","","",NA,NA
1116,36,"Washikura","a1","鷲倉","ワシクラ",37,40.1,140,15.6,1220,"","","",NA,NA
1127,36,"Katoono","a1","上遠野","カトオノ",37,0.5,140,44.2,125,"","","",NA,NA
1130,36,"Iitate","a1","飯舘","イイタテ",37,41.7,140,44.8,446,"","","",NA,NA
1150,36,"Tsushima","a1","津島","ツシマ",37,33.6,140,45.2,400,"","","",NA,NA
1268,36,"Naganuma","a1","長沼","ナガヌマ",37,17.3,140,13.1,317,"","","",NA,NA
1269,36,"Tateiwa","a1","舘岩","タテイワ",37,5.5,139,31.9,690,"","","",NA,NA
1274,36,"Kawamae","a1","川前","カワマエ",37,14.8,140,43.4,492,"","","",NA,NA
1282,36,"Hibara","a1","桧原","ヒバラ",37,43.3,140,3.5,824,"","","",NA,NA
1293,36,"Moniwa","a1","茂庭","モニワ",37,53.5,140,26.2,200,"","","",NA,NA
1294,36,"Yumoto","a1","湯本","ユモト",37,16.6,140,3.8,640,"","","",NA,NA
1295,36,"Hinoemata","a1","桧枝岐","ヒノエマタ",37,1.4,139,23.2,930,"","","",NA,NA
1359,36,"Yoshiotouge","a1","吉尾峠","ヨシオトウゲ",37,20.8,139,33.4,705,"","","",NA,NA
1364,36,"Rokujuurigoe","a1","六十里越","ロクジュウリゴエ",37,18.2,139,13,860,"","","",NA,NA
1386,36,"Konan","a1","湖南","コナン",37,23.3,140,5.4,536,"","","",NA,NA
1466,36,"Tamakawa","a1","玉川","タマカワ",37,13.6,140,25.6,372,"","","",NA,NA
1607,36,"Yamada","a1","山田","ヤマダ",36,56,140,44,25,"","","",NA,NA
1633,36,"Shinchi","a1","新地","シンチ",37,52.5,140,55.1,10,"","","",NA,NA
1634,36,"Furudono","a1","古殿","フルドノ",37,5.4,140,33.6,353,"","","",NA,NA
314,40,"Hanazono","a1","花園","ハナゾノ",36,52.1,140,38.2,370,"","","",NA,NA
315,40,"Kitaibaraki","a1","北茨城","キタイバラキ",36,50,140,46.3,5,"1991年2月20日までの地点名「大津」","","",NA,NA
316,40,"Daigo","a1","大子","ダイゴ",36,46.7,140,20.7,120,"","","",NA,NA
317,40,"Kaminesan","a1","神峰山","カミネサン",36,38,140,36.5,592,"","","",NA,NA
318,40,"Kasama","a1","笠間","カサマ",36,23.7,140,14.4,72,"","","",NA,NA
47629,40,"Mito","s1","水戸","ミト",36,22.8,140,28,29,"","","",NA,NA
320,40,"Koga","a1","古河","コガ",36,12.1,139,43,20,"","","",NA,NA
321,40,"Atagosan","a1","愛宕山","アタゴサン",36,17.4,140,15.3,280,"","","",NA,NA
322,40,"Shimotsuma","a1","下妻","シモツマ",36,10.1,139,56.7,20,"","","",NA,NA
323,40,"Bandou","a1","坂東","バンドウ",36,2.1,139,53.6,16,"2005年3月31日までの地点名「岩井」","","",NA,NA
324,40,"Tsuchiura","a1","土浦","ツチウラ",36,6.2,140,13.2,26,"","","",NA,NA
325,40,"Kashima","a1","鹿嶋","カシマ",35,57.8,140,37.3,37,"1995年8月31日までの地点名「鹿島」","","",NA,NA
911,40,"Edosaki","a1","江戸崎","エドサキ",35,57.6,140,19.2,25,"","","",NA,NA
1011,40,"Hitachi","a1","日立","ヒタチ",36,34.8,140,38.7,34,"","","",NA,NA
1012,40,"Kakioka","a1","柿岡","カキオカ",36,14,140,11.3,27,"","","",NA,NA
1013,40,"Minori","a1","美野里","ミノリ",36,14.2,140,19.5,25,"","","",NA,NA
1014,40,"Ryuugasaki","a1","龍ケ崎","リュウガサキ",35,53.4,140,12.7,4,"1978年12月18日までの地点名「竜ケ崎」","","",NA,NA
1082,40,"Tsukubasan","a1","筑波山","ツクバサン",36,13.5,140,5.9,868,"","","",NA,NA
1170,40,"Nakano","a1","中野","ナカノ",36,30.9,140,28.4,17,"","","",NA,NA
1173,40,"Tokuda","a1","徳田","トクダ",36,46.7,140,28.9,270,"","","",NA,NA
1245,40,"Hokota","a1","鉾田","ホコタ",36,10.1,140,31.6,32,"","","",NA,NA
1331,40,"Hitachioomiya","a1","常陸大宮","ヒタチオオミヤ",36,36.4,140,19.5,95,"2011年4月10日までの地点名「小瀬」","","",NA,NA
1388,40,"Kadoi","a1","門井","カドイ",36,20,140,2,40,"2005年3月31日までの地点名「協和」","","",NA,NA
1421,40,"Oonou","a1","大能","オオノウ",36,44.6,140,35.6,395,"","","",NA,NA
47646,40,"Tateno","s1","つくば（館野）","ツクバ（タテノ）",36,3.4,140,7.5,25.2,"Tsukuba (Tateno)","","",NA,NA
1530,40,"Shimodate","a1","下館","シモダテ",36,16.9,139,59.3,24,"","","",NA,NA
1635,40,"Takahagi","a1","高萩","タカハギ",36,42.4,140,43,4,"","","",NA,NA
326,41,"Nasu","a1","那須","ナス",37,7.4,140,2.1,749,"","","",NA,NA
327,41,"Kurodawara","a1","黒田原","クロダワラ",37,1.2,140,7.2,340,"","","",NA,NA
328,41,"Happougahara","a1","八方が原","ハッポウガハラ",36,55.2,139,50,1087,"","","",NA,NA
329,41,"Kuroiso","a1","黒磯","クロイソ",36,58.9,140,1.1,343,"","","",NA,NA
330,41,"Yamizosan","a1","八溝山","ヤミゾサン",36,56.2,140,15.5,800,"","","",NA,NA
331,41,"Ootawara","a1","大田原","オオタワラ",36,50.4,140,2.1,188,"","","",NA,NA
47690,41,"Okunikkou","s1","奥日光（日光）","オクニッコウ（ニッコウ）",36,44.3,139,30,1291.9,"1968年3月29日までの地点名「中宮祠」","Okunikkou (Nikkou)","",NA,NA
333,41,"Housaizan","a1","方塞山","ホウサイザン",36,37.8,139,30.5,1385,"","","",NA,NA
334,41,"Takanezawa","a1","高根沢","タカネザワ",36,36.4,139,59.9,148,"","","",NA,NA
335,41,"Kanuma","a1","鹿沼","カヌマ",36,35.5,139,44.1,165,"","","",NA,NA
47615,41,"Utsunomiya","s1","宇都宮","ウツノミヤ",36,32.9,139,52.1,119.4,"","","",NA,NA
337,41,"Kuzuu","a1","葛生","クズウ",36,25.9,139,35.4,120,"","","",NA,NA
338,41,"Mooka","a1","真岡","モオカ",36,28.6,139,59.2,91,"","","",NA,NA
339,41,"Ashikaga","a1","足利","アシカガ",36,18.1,139,28.4,28,"","","",NA,NA
340,41,"Tochigi","a1","栃木","トチギ",36,22.4,139,42.2,65,"","","",NA,NA
341,41,"Oyama","a1","小山","オヤマ",36,20.3,139,49.8,44,"","","",NA,NA
1015,41,"Ikari","a1","五十里","イカリ",36,55.3,139,41.7,620,"","","",NA,NA
1016,41,"Ashio","a1","足尾","アシオ",36,38.8,139,26.9,650,"","","",NA,NA
1017,41,"Karasuyama","a1","烏山","カラスヤマ",36,39,140,8.8,162,"","","",NA,NA
1018,41,"Sano","a1","佐野","サノ",36,21.8,139,34.2,68,"","","",NA,NA
1221,41,"Dorobu","a1","土呂部","ドロブ",36,53.5,139,34.1,925,"","","",NA,NA
1333,41,"Imaichi","a1","今市","イマイチ",36,43.6,139,40.6,414,"","","",NA,NA
1334,41,"Shioya","a1","塩谷","シオヤ",36,45.4,139,53,225,"","","",NA,NA
1605,41,"Nasukarasuyama","a1","那須烏山","ナスカラスヤマ",36,38.5,140,7,82,"","","",NA,NA
342,42,"Maehotaka","a1","前武尊","マエホタカ",36,46.1,139,9.8,1530,"","","",NA,NA
343,42,"Kusatsu","a1","草津","クサツ",36,37,138,35.5,1223,"","","",NA,NA
344,42,"Nozoriko","a1","野反湖","ノゾリコ",36,41.4,138,39,1570,"","","",NA,NA
345,42,"Amamiyama","a1","雨見山","アマミヤマ",36,41.2,138,51.8,825,"","","",NA,NA
346,42,"Numata","a1","沼田","ヌマタ",36,39.2,139,3.6,439,"","","",NA,NA
347,42,"Akagiyama","a1","赤城山","アカギヤマ",36,32.4,139,10.5,1660,"","","",NA,NA
348,42,"Tashiro","a1","田代","タシロ",36,27.8,138,27.8,1230,"","","",NA,NA
349,42,"Harunasan","a1","榛名山","ハルナサン",36,28.3,138,52.4,1088,"","","",NA,NA
47624,42,"Maebashi","s1","前橋","マエバシ",36,24.3,139,3.6,112.1,"","","",NA,NA
351,42,"Kiryuu","a1","桐生","キリュウ",36,23,139,20.7,87,"","","",NA,NA
352,42,"Ichinojiyama","a1","一の字山","イチノジヤマ",36,22.3,138,39.5,1170,"","","",NA,NA
353,42,"Kamisatomi","a1","上里見","カミサトミ",36,22.6,138,53.7,183,"","","",NA,NA
354,42,"Nishinomaki","a1","西野牧","ニシノマキ",36,14.7,138,42.4,375,"","","",NA,NA
355,42,"Fujioka","a1","藤岡","フジオカ",36,14.5,139,4.2,95,"","","",NA,NA
356,42,"Tatebayashi","a1","館林","タテバヤシ",36,14,139,31.9,21,"","","",NA,NA
357,42,"Inafukumiyama","a1","稲含山","イナフクミヤマ",36,10.2,138,51.8,780,"","","",NA,NA
1019,42,"Minakami","a1","みなかみ","ミナカミ",36,48,138,59.5,531,"2006年2月28日までの地点名「水上」","","",NA,NA
1020,42,"Nakanojou","a1","中之条","ナカノジョウ",36,35.2,138,51,354,"","","",NA,NA
1021,42,"Isesaki","a1","伊勢崎","イセサキ",36,19.9,139,9.9,64,"","","",NA,NA
1174,42,"Katashina","a1","片品","カタシナ",36,46.3,139,14.3,868,"","","",NA,NA
1222,42,"Fujiwara","a1","藤原","フジワラ",36,51.8,139,3.5,700,"","","",NA,NA
1223,42,"Kanna","a1","神流","カンナ",36,6.5,138,53.8,357,"2004年5月31日までの地点名「万場」","","",NA,NA
1259,42,"Kurohone","a1","黒保根","クロホネ",36,30.1,139,17,285,"","","",NA,NA
1375,42,"Takateyama","a1","高手山","タカテヤマ",36,45,139,5.9,1115,"","","",NA,NA
47626,43,"Kumagaya","s1","熊谷","クマガヤ",36,9,139,22.8,30,"","","",NA,NA
359,43,"Kuki","a1","久喜","クキ",36,5.2,139,38.1,12,"","","",NA,NA
47641,43,"Chichibu","s1","秩父","チチブ",35,59.4,139,4.4,232.1,"","","",NA,NA
361,43,"Doudaira","a1","堂平","ドウダイラ",36,0.3,139,11.4,876,"1985年6月24日までの地点名「刈場坂」","","",NA,NA
362,43,"Hannou","a1","飯能","ハンノウ",35,50.3,139,19.3,84,"","","",NA,NA
363,43,"Saitama","a1","さいたま","サイタマ",35,52.5,139,35.2,8,"2001年4月30日までの地点名「浦和」","","",NA,NA
364,43,"Koshigaya","a1","越谷","コシガヤ",35,53,139,45.4,3,"","","",NA,NA
1000,43,"Mitsumine","a1","三峰","ミツミネ",35,55.6,138,55.4,975,"","","",NA,NA
1009,43,"Yorii","a1","寄居","ヨリイ",36,6.3,139,11,128,"","","",NA,NA
1069,43,"Kounosu","a1","鴻巣","コウノス",36,3.9,139,31.3,15,"","","",NA,NA
1070,43,"Tokorozawa","a1","所沢","トコロザワ",35,46.4,139,24.8,119,"","","",NA,NA
1159,43,"Urayama","a1","浦山","ウラヤマ",35,55.2,139,4.2,400,"","","",NA,NA
1182,43,"Kamiyoshida","a1","上吉田","カミヨシダ",36,3.2,138,58.8,275,"","","",NA,NA
1232,43,"Hatoyama","a1","鳩山","ハトヤマ",35,59.1,139,20.1,44,"","","",NA,NA
1497,43,"Tokigawa","a1","ときがわ","トキガワ",35,59.4,139,12.4,295,"2006年2月28日までの地点名「都幾川」","","",NA,NA
365,44,"Ogouchi","a1","小河内","オゴウチ",35,47.5,139,3,530,"","","",NA,NA
366,44,"Hachiouji","a1","八王子","ハチオウジ",35,40,139,19,123,"","","",NA,NA
367,44,"Choufu","a1","調布","チョウフ",35,40.1,139,31.8,41,"","","",NA,NA
368,44,"Setagaya","a1","世田谷","セタガヤ",35,37.6,139,37.2,35,"","","",NA,NA
47662,44,"Toukiyou","s1","東京","トウキヨウ",35,41.5,139,45,25.2,"","","",NA,NA
370,44,"Edogawarinkai","a1","江戸川臨海","エドガワリンカイ",35,38.3,139,51.8,5,"2009年5月28日までの地点名「新木場」","","",NA,NA
371,44,"Haneda","a1","羽田","ハネダ",35,33.2,139,46.8,6,"","","",NA,NA
47675,44,"Ooshima","s1","大島","オオシマ",34,44.9,139,21.7,74,"","","",NA,NA
47677,44,"Miyakejima","s1","三宅島","ミヤケジマ",34,7.4,139,31.3,36.4,"","","",NA,NA
47678,44,"Hachijiyou","s1","八丈島","ハチジヨウ",33,7.3,139,46.7,151.2,"","","",NA,NA
1001,44,"Oume","a1","青梅","オウメ",35,47.3,139,18.7,155,"","","",NA,NA
1002,44,"Nerima","a1","練馬","ネリマ",35,44.3,139,35.5,51,"","","",NA,NA
1133,44,"Fuchuu","a1","府中","フチュウ",35,41,139,29,59,"","","",NA,NA
1134,44,"Niijima","a1","新島","ニイジマ",34,22.4,139,15.1,9,"","","",NA,NA
1180,44,"Ozawa","a1","小沢","オザワ",35,44.1,139,7.4,420,"","","",NA,NA
47971,44,"Chichijima","s1","父島","チチジマ",27,5.5,142,11.4,2.7,"","","",NA,NA
1467,44,"Ooshimakitanoyama","a1","大島北ノ山","オオシマキタノヤマ",34,46.9,139,21.6,38,"","","",NA,NA
1468,44,"Yaemigahara","a1","八重見ヶ原","ヤエミガハラ",33,6.9,139,47.1,92,"","","",NA,NA
1505,44,"Kouzushima","a1","神津島","コウヅシマ",34,12.3,139,8,28,"","","",NA,NA
1506,44,"Miyaketsubota","a1","三宅坪田","ミヤケツボタ",34,4.4,139,33.6,20,"","","",NA,NA
1509,44,"Miyakejimaako","a1","三宅島阿古","ミヤケジマアコ",34,4.8,139,28.9,30,"","","",NA,NA
1522,44,"Niijima","a1","新島","ニイジマ",34,22.1,139,16.1,29,"2008年11月17日までの地点名「川原」","","",NA,NA
1523,44,"Kouzushima","a1","神津島","コウヅシマ",34,11.3,139,8,138,"2006年2月28日までの地点名「金長」","","",NA,NA
1525,44,"Miyakeizu","a1","三宅伊豆","ミヤケイズ",34,7.2,139,30.2,50,"","","",NA,NA
47991,44,"Minamitorishima","s1","南鳥島","ミナミトリシマ",24,17.3,153,59,7.1,"","","",NA,NA
1595,44,"Hahajima","a1","母島","ハハジマ",26,38.1,142,9.7,32,"","","",NA,NA
1642,44,"Ooshimarinji","a1","大島臨時","オオシマリンジ",34,44.9,139,21.7,90,"","","",NA,NA
1643,44,"Ooshimasenzu","a1","大島泉津","オオシマセンヅ",34,46.7,139,25.3,49,"","","",NA,NA
1644,44,"Ooshimasashikiji","a1","大島差木地","オオシマサシキジ",34,41,139,24.8,41,"","","",NA,NA
1646,44,"Toshima","a1","利島","トシマ",34,31.7,139,16.9,100,"","","",NA,NA
1648,44,"Aogashima","a1","青ヶ島","アオガシマ",32,28,139,45.6,272,"","","",NA,NA
375,45,"Katori","a1","香取","カトリ",35,51.5,140,30.1,37,"2006年4月2日までの地点名「佐原」","","",NA,NA
376,45,"Abiko","a1","我孫子","アビコ",35,51.8,140,6.6,20,"","","",NA,NA
377,45,"Tounoshou","a1","東庄","トウノショウ",35,49.3,140,41.1,52,"","","",NA,NA
378,45,"Narita","a1","成田","ナリタ",35,45.8,140,23.1,41,"","","",NA,NA
47648,45,"Chiyoushi","s1","銚子","チヨウシ",35,44.3,140,51.4,20.1,"","","",NA,NA
47682,45,"Chiba","s1","千葉","チバ",35,36.1,140,6.2,3.5,"","","",NA,NA
381,45,"Mobara","a1","茂原","モバラ",35,25,140,18.6,9,"","","",NA,NA
382,45,"Kisarazu","a1","木更津","キサラヅ",35,21.7,139,56.4,60,"","","",NA,NA
383,45,"Kyonan","a1","鋸南","キョナン",35,7.3,139,50.2,10,"2006年7月12日までの地点名「佐久間」","","",NA,NA
384,45,"Kamogawa","a1","鴨川","カモガワ",35,6.7,140,6,5,"","","",NA,NA
47674,45,"Katsuura","s1","勝浦","カツウラ",35,9,140,18.7,11.9,"","","",NA,NA
47672,45,"Tateyama","s1","館山","タテヤマ",34,59.2,139,51.9,5.8,"","","",NA,NA
916,45,"Sakura","a1","佐倉","サクラ",35,43.7,140,12.7,5,"","","",NA,NA
1003,45,"Yokoshibahikari","a1","横芝光","ヨコシバヒカリ",35,39.4,140,28.8,6,"2006年4月2日までの地点名「横芝」","","",NA,NA
1004,45,"Ootaki","a1","大多喜","オオタキ",35,15.1,140,12.9,70,"2004年3月17日までの地点名「黒原」","","",NA,NA
1236,45,"Funabashi","a1","船橋","フナバシ",35,42.7,140,2.6,28,"","","",NA,NA
1238,45,"Ushiku","a1","牛久","ウシク",35,23.8,140,8.9,30,"","","",NA,NA
1241,45,"Sakahata","a1","坂畑","サカハタ",35,14.1,140,5.9,120,"","","",NA,NA
387,46,"Sagamiko","a1","相模湖","サガミコ",35,36.8,139,11.6,188,"","","",NA,NA
388,46,"Ebina","a1","海老名","エビナ",35,26,139,23.2,18,"1985年1月8日までの地点名「厚木」","","",NA,NA
47670,46,"Yokohama","s1","横浜","ヨコハマ",35,26.3,139,39.1,39.1,"","","",NA,NA
390,46,"Hakone","a1","箱根","ハコネ",35,13.3,139,2.5,855,"","","",NA,NA
391,46,"Enoshima","a1","江ノ島","エノシマ",35,17.9,139,28.8,60,"","","",NA,NA
392,46,"Miura","a1","三浦","ミウラ",35,10.7,139,37.8,42,"","","",NA,NA
1005,46,"Sagamiharachuuou","a1","相模原中央","サガミハラチュウオウ",35,34.3,139,22.2,149,"2006年4月2日までの地点名「相模原」","","",NA,NA
1006,46,"Hiyoshi","a1","日吉","ヒヨシ",35,33.1,139,39,57,"","","",NA,NA
1007,46,"Hiratsuka","a1","平塚","ヒラツカ",35,20.7,139,18.3,20,"","","",NA,NA
1008,46,"Odawara","a1","小田原","オダワラ",35,16.6,139,9.3,14,"","","",NA,NA
1096,46,"Tanzawako","a1","丹沢湖","タンザワコ",35,24.6,139,2.6,330,"1984年3月25日までの地点名「玄倉」","","",NA,NA
1443,46,"Tsujidou","a1","辻堂","ツジドウ",35,19.2,139,27,5,"","","",NA,NA
393,48,"Nozawaonsen","a1","野沢温泉","ノザワオンセン",36,54.7,138,26.5,576,"","","",NA,NA
394,48,"Shinanomachi","a1","信濃町","シナノマチ",36,48.5,138,11.8,685,"","","",NA,NA
395,48,"Iiyama","a1","飯山","イイヤマ",36,52.5,138,22.5,313,"","","",NA,NA
396,48,"Hakuba","a1","白馬","ハクバ",36,41.9,137,51.7,703,"","","",NA,NA
47610,48,"Nagano","s1","長野","ナガノ",36,39.7,138,11.5,418.2,"","","",NA,NA
398,48,"Kasadake","a1","笠岳","カサダケ",36,40,138,27.4,1490,"","","",NA,NA
399,48,"Oomachi","a1","大町","オオマチ",36,31.4,137,50,784,"","","",NA,NA
400,48,"Shinshuushinmachi","a1","信州新町","シンシュウシンマチ",36,32.9,137,59.8,509,"","","",NA,NA
401,48,"Azumayasan","a1","四阿屋山","アズマヤサン",36,25.1,138,3.3,1387,"","","",NA,NA
402,48,"Ueda","a1","上田","ウエダ",36,24,138,15.9,502,"","","",NA,NA
403,48,"Tsubakurodake","a1","燕岳","ツバクロダケ",36,23.3,137,44.3,1840,"","","",NA,NA
404,48,"Hotaka","a1","穂高","ホタカ",36,20.6,137,52.9,540,"","","",NA,NA
47622,48,"Karuizawa","s1","軽井沢","カルイザワ",36,20.5,138,32.8,999.1,"","","",NA,NA
47618,48,"Matsumoto","s1","松本","マツモト",36,14.8,137,58.2,610,"","","",NA,NA
407,48,"Kakeyu","a1","鹿教湯","カケユ",36,18.1,138,8.2,721,"","","",NA,NA
408,48,"Saku","a1","佐久","サク",36,14.8,138,28.6,683,"","","",NA,NA
409,48,"Takabotchi","a1","高ボッチ","タカボッチ",36,9,138,2.6,1670,"","","",NA,NA
410,48,"Moraisan","a1","茂来山","モライサン",36,6.5,138,32,1450,"","","",NA,NA
47620,48,"Suwa","s1","諏訪","スワ",36,2.7,138,6.5,760.1,"","","",NA,NA
412,48,"Yatsugatake","a1","八ケ岳","ヤツガタケ",36,1.6,138,18.7,1830,"","","",NA,NA
413,48,"Kisohirasawa","a1","木曽平沢","キソヒラサワ",35,59,137,50.1,900,"1977年6月1日までの地点名「奈良井」","2005年3月31日までの地点名「楢川」","",NA,NA
414,48,"Haramura","a1","原村","ハラムラ",35,58.2,138,13.2,1017,"","","",NA,NA
415,48,"Nobeyama","a1","野辺山","ノベヤマ",35,56.9,138,28.3,1350,"","","",NA,NA
416,48,"Ontakesan","a1","御嶽山","オンタケサン",35,52.3,137,30.2,2195,"","","",NA,NA
417,48,"Kisofukushima","a1","木曽福島","キソフクシマ",35,50.4,137,41.3,750,"","","",NA,NA
418,48,"Takatou","a1","高遠","タカトウ",35,50.3,138,3.4,780,"","","",NA,NA
419,48,"Nyuukasayama","a1","入笠山","ニュウカサヤマ",35,53.4,138,9.3,1795,"","","",NA,NA
420,48,"Miyatakougen","a1","宮田高原","ミヤタコウゲン",35,46.4,137,53.1,1660,"","","",NA,NA
421,48,"Matsumine","a1","松峯","マツミネ",35,44.4,138,7.1,1920,"","","",NA,NA
422,48,"Suhara","a1","須原","スハラ",35,41.9,137,41.5,535,"","","",NA,NA
423,48,"Surikogiyama","a1","摺古木山","スリコギヤマ",35,35.6,137,44,1700,"","","",NA,NA
424,48,"Iijima","a1","飯島","イイジマ",35,39.2,137,53.9,728,"","","",NA,NA
425,48,"Sasayama","a1","笹山","ササヤマ",35,36.5,138,5.1,1732,"","","",NA,NA
47637,48,"Iida","s1","飯田","イイダ",35,31.4,137,49.3,516.4,"","","",NA,NA
427,48,"Enasan","a1","恵那山","エナサン",35,25.7,137,37.2,1602,"","","",NA,NA
428,48,"Ugusu","a1","鶯巣","ウグス",35,15.8,137,49.8,265,"","","",NA,NA
992,48,"Sugadaira","a1","菅平","スガダイラ",36,31.9,138,19.5,1253,"","","",NA,NA
993,48,"Toumi","a1","東御","トウミ",36,23,138,23,958,"2004年3月31日までの地点名「東部町」","","",NA,NA
994,48,"Kamikouchi","a1","上高地","カミコウチ",36,14.9,137,38,1510,"","","",NA,NA
1022,48,"Nagiso","a1","南木曽","ナギソ",35,36.6,137,37.2,560,"","","",NA,NA
1090,48,"Minamiotari","a1","南小谷","ミナミオタリ",36,48,137,54.3,467,"","","",NA,NA
1162,48,"Kinasa","a1","鬼無里","キナサ",36,41.3,137,57.9,778,"","","",NA,NA
1300,48,"Tateshina","a1","立科","タテシナ",36,16.3,138,18.8,715,"","","",NA,NA
1312,48,"Nagawa","a1","奈川","ナガワ",36,5.3,137,41,1068,"","","",NA,NA
1314,48,"Kaidakougen","a1","開田高原","カイダコウゲン",35,56.3,137,36.1,1130,"2006年1月4日までの地点名「開田」","","",NA,NA
1317,48,"Namiai","a1","浪合","ナミアイ",35,22.4,137,41.5,940,"","","",NA,NA
1319,48,"Tatsuno","a1","辰野","タツノ",35,58.9,137,59,729,"","","",NA,NA
1323,48,"Minamishinano","a1","南信濃","ミナミシナノ",35,19.3,137,55.9,407,"","","",NA,NA
1339,48,"Anan","a1","阿南","アナン",35,18.8,137,48.7,610,"","","",NA,NA
1360,48,"Hijirikougen","a1","聖高原","ヒジリコウゲン",36,29.2,138,4.1,985,"","","",NA,NA
1392,48,"Amikakeyama","a1","網掛山","アミカケヤマ",35,26.9,137,41.8,1120,"","","",NA,NA
1394,48,"Ooshika","a1","大鹿","オオシカ",35,33.4,138,2.4,718,"","","",NA,NA
1397,48,"Sugishima","a1","杉島","スギシマ",35,43.6,138,5.6,905,"","","",NA,NA
1399,48,"Jikkokutouge","a1","十石峠","ジッコクトウゲ",36,6.5,138,38.7,1370,"","","",NA,NA
1411,48,"Otari","a1","小谷","オタリ",36,49.3,137,55.8,550,"","","",NA,NA
1445,48,"Ina","a1","伊那","イナ",35,49.6,137,57.2,633,"","","",NA,NA
1529,48,"Matsumotoimai","a1","松本今井","マツモトイマイ",36,10,137,55.3,658,"","","",NA,NA
1549,48,"Kitaaiki","a1","北相木","キタアイキ",36,4.3,138,36.7,1185,"","","",NA,NA
1550,48,"Shirakabako","a1","白樺湖","シラカバコ",36,6.3,138,13.7,1440,"","","",NA,NA
1551,48,"Takatoo","a1","高遠","タカトオ",35,57.2,138,6.5,1075,"","","",NA,NA
1591,48,"Miyada","a1","宮田","ミヤダ",35,45.1,137,54.7,717,"","","",NA,NA
1659,48,"Outakioomata","a1","王滝大又","オウタキオオマタ",35,49.6,137,33.1,1035,"","","",NA,NA
429,49,"Kennomine","a1","剣ノ峰","ケンノミネ",35,49.7,138,38.4,1735,"","","",NA,NA
430,49,"Hinatayama","a1","日向山","ヒナタヤマ",35,47.9,138,17.2,1180,"","","",NA,NA
431,49,"Daibosatsu","a1","大菩薩","ダイボサツ",35,44.1,138,50.2,1684,"","","",NA,NA
47638,49,"Koufu","s1","甲府","コウフ",35,40,138,33.2,272.8,"","","",NA,NA
433,49,"Katsunuma","a1","勝沼","カツヌマ",35,39.8,138,43.5,394,"","","",NA,NA
434,49,"Ootsuki","a1","大月","オオツキ",35,36.5,138,56.3,364,"","","",NA,NA
435,49,"Hatchouyama","a1","八町山","ハッチョウヤマ",35,32.6,138,24.7,930,"","","",NA,NA
436,49,"Furuseki","a1","古関","フルセキ",35,31.7,138,36.9,552,"2006年2月28日までの地点名「上九一色」","","",NA,NA
47640,49,"Kawaguchiko","s1","河口湖","カワグチコ",35,30,138,45.6,859.6,"1968年3月29日までの地点名「船津」","","",NA,NA
438,49,"Yamanaka","a1","山中","ヤマナカ",35,26.2,138,50.2,992,"","","",NA,NA
439,49,"Nanbu","a1","南部","ナンブ",35,17.3,138,26.7,141,"","","",NA,NA
1023,49,"Ooizumi","a1","大泉","オオイズミ",35,51.7,138,23.2,867,"","","",NA,NA
1024,49,"Nirasaki","a1","韮崎","ニラサキ",35,41.6,138,26.9,341,"","","",NA,NA
1165,49,"Uenohara","a1","上野原","ウエノハラ",35,37.3,139,6.8,251,"","","",NA,NA
1234,49,"Kiriishi","a1","切石","キリイシ",35,28,138,26.5,226,"2004年9月30日までの地点名「中富」","","",NA,NA
47639,49,"Fujisan","s1","富士山","フジサン",35,21.6,138,43.6,3775.1,"","","",NA,NA
1599,49,"Otomeko","a1","乙女湖","オトメコ",35,48.4,138,39.3,1465,"","","",NA,NA
1640,49,"Fujikawa","a1","富士川","フジカワ",35,33.7,138,26.9,295,"","","",NA,NA
440,50,"Shiraito","a1","白糸","シライト",35,18.7,138,34.7,530,"","","",NA,NA
441,50,"Gotenba","a1","御殿場","ゴテンバ",35,18.3,138,55.6,472,"","","",NA,NA
442,50,"Fuji","a1","富士","フジ",35,11.1,138,39.8,66,"2007年3月26日までの地点名「吉原」","","",NA,NA
47657,50,"Mishima","s1","三島","ミシマ",35,6.8,138,55.5,20.5,"","","",NA,NA
444,50,"Koshikidaira","a1","越木平","コシキダイラ",35,0.6,137,58.8,552,"","","",NA,NA
445,50,"Kawanehonchou","a1","川根本町","カワネホンチョウ",35,6.1,138,7.7,290,"2005年10月2日までの地点名「本川根」","","",NA,NA
446,50,"Ooyama","a1","大山","オオヤマ",35,3.1,138,16.9,880,"","","",NA,NA
47668,50,"Ajiro","s1","網代","アジロ",35,2.7,139,5.5,66.9,"","","",NA,NA
448,50,"Takanesan","a1","高根山","タカネサン",34,58.5,138,11.8,415,"","","",NA,NA
47656,50,"Shizuoka","s1","静岡","シズオカ",34,58.5,138,24.2,14.1,"","","",NA,NA
450,50,"Kiriyama","a1","霧山","キリヤマ",34,52.5,137,41.5,405,"","","",NA,NA
